1	40835.0	41326.0
2	38492.0	38634.0
3	36060.0	35408.0
4	37485.5	34254.0
5	35421.5	34254.0
6	33910.0	31915.0
7	32214.0	29424.0
8	32214.0	29196.5
9	30636.0	29196.5
10	33280.5	29196.5
11	32079.0	26752.0
12	31870.0	27299.0
13	30477.0	27299.0
14	29084.0	24808.0
15	29693.5	24022.0
16	29693.5	23856.5
17	28187.5	23856.5
18	27075.0	21412.0
19	25937.0	19657.0
20	29132.25	19657.0
21	27994.25	19657.0
22	27228.75	17340.0
23	26288.75	15217.0
24	26288.75	14920.0
25	26559.0	14134.0
26	25828.0	12011.0
27	25352.0	9580.0
28	25352.0	9580.0
29	28280.25	9212.0
30	27804.25	5985.0
31	27566.25	3244.0
32	27566.25	0.0
